No,제목,학과,과정,년도,href
209,UCSD에서의 9개월,신문방송학과,학부,2015-2016,/partner/expReport.asp?id=13323&page=6&bgbn=R
208,샌디에고를 떠나보내며 이것저것 꾹꾹 눌러 담아 씁니다,실내건축학과,학부,2015-2016,/partner/expReport.asp?id=13221&page=6&bgbn=R
207,바쁘면서도 여유로운 샌디에고에서의 삶,경영학,학부,2015-2016,/partner/expReport.asp?id=13117&page=6&bgbn=R
206,천국에서의 9개월,심리학과,학부,2015-2016,/partner/expReport.asp?id=13111&page=6&bgbn=R
205,"컴퓨터과학 엔지니어의 천국, 캘리포니아 + 샌디에고의 유흥",행정/경영/컴퓨터과학,학부,2015-2016,/partner/expReport.asp?id=13037&page=6&bgbn=R
204,샌디,생화학,학부,2015-2016,/partner/expReport.asp?id=13009&page=7&bgbn=R
203,UCSD의 실상,UIC Bio-Convergence,학부,2015-2016,/partner/expReport.asp?id=13001&page=7&bgbn=R
202,샌디에고,국제관계학과,학부,2015-2016,/partner/expReport.asp?id=12964&page=7&bgbn=R
201,샌디에고에서의 6개월,UIC 경제학과,학부,2014-2015,/partner/expReport.asp?id=12771&page=7&bgbn=R
200,행복했던 샌디에서의 기억,언론홍보영상학부/경영학과,학부,2015,/partner/expReport.asp?id=12745&page=7&bgbn=R
199,후회없었던 샌디에고에서의 1년,경제학과,학부,2015,/partner/expReport.asp?id=12715&page=7&bgbn=R
198,짧으면서 길었던 샌디에고에서의 1년,전기전자공학과,학부,2015,/partner/expReport.asp?id=12583&page=7&bgbn=R
197,벌써부터 그리운 샌디에이고에서의 시간,경영학과,학부,2015,/partner/expReport.asp?id=12564&page=7&bgbn=R
196,살수록 매력이 느껴지는 샌디에고 라이프,물리학과,학부,2015,/partner/expReport.asp?id=12505&page=7&bgbn=R
195,꿈만 같았던 샌디에고에서의 생활,국제관계학과,학부,2015,/partner/expReport.asp?id=12487&page=7&bgbn=R
194,생각도 한 것도 없이 편하고 알차게 보낸 일년,도시공학과,학부,2015,/partner/expReport.asp?id=12430&page=8&bgbn=R
193,1년 동안의 휴식,전기전자 공학과,학부,2015,/partner/expReport.asp?id=12422&page=8&bgbn=R
192,라호야에서 보낸 멋진 시간,생물학과,학부,2012,/partner/expReport.asp?id=12376&page=8&bgbn=R
191,"한뼘더 성장, UCSD 교환학생 경험",행정학과,학부,2015,/partner/expReport.asp?id=12343&page=8&bgbn=R
190,다시 가도 샌디에고,경영학과,학부,2014-2015,/partner/expReport.asp?id=12338&page=8&bgbn=R
189,정이 넘치는 곳 ucsd,정치외교학과,학부,2014-2015,/partner/expReport.asp?id=12289&page=8&bgbn=R
188,"평생 살고 싶은 곳, 샌디에고",UIC 문화디자인경영,학부,2014-2015,/partner/expReport.asp?id=12282&page=8&bgbn=R
187,샌디에고에서의 6개월,행정학과,학부,2014-2015,/partner/expReport.asp?id=12165&page=8&bgbn=R
186,"샌디에고, 심신의 안정을 주다",UIC 문화디자인경영전공,학부,2014-2015,/partner/expReport.asp?id=12150&page=8&bgbn=R
185,생물 계열 학생들에게 적극 추천하고 싶은 UCSD,UIC 생명공학,학부,2014-2015,/partner/expReport.asp?id=12133&page=8&bgbn=R
184,UCSD에서의 6개월,경제학과,학부,2014-2015,/partner/expReport.asp?id=11861&page=9&bgbn=R
183,UCSD에서의 교환생활,행정학/경제학,학부,2014,/partner/expReport.asp?id=11855&page=9&bgbn=R
182,하늘 아래 천국이 있다면 샌디에고!,경영학과,학부,2014-2015,/partner/expReport.asp?id=11849&page=9&bgbn=R
181,샌디에고에서 보낸 소중한 1년,노어노문학과,학부,2011,/partner/expReport.asp?id=11837&page=9&bgbn=R
180,UC San Diego,중어중문학과,대학원,2014,/partner/expReport.asp?id=10705&page=9&bgbn=R
179,평생 잊을 수 없는 UCSD에서의 교환생활,중어중문학과,학부,2014,/partner/expReport.asp?id=10681&page=9&bgbn=R
178,잘 놀다 온 신방과 학생 후기,신문방송학과,학부,2014,/partner/expReport.asp?id=8591&page=9&bgbn=R
177,Engineering No.1 UCSD,원주캠퍼스 의공학부,학부,2014-2015,/partner/expReport.asp?id=8577&page=9&bgbn=R
176,UCSD,경영학과,학부,2013-2014,/partner/expReport.asp?id=7403&page=9&bgbn=R
175,YOLO San Diego!,심리학과,학부,2013-2014,/partner/expReport.asp?id=7310&page=9&bgbn=R
174,벌써 그리운 샌디에고에서의 1년:),경영학과,학부,2013-2014,/partner/expReport.asp?id=7238&page=10&bgbn=R
173,잊을 수 없는 그 곳 샌디!,정치외교학과,학부,2013-2014,/partner/expReport.asp?id=7192&page=10&bgbn=R
172,"미국인이 꼽은 살고싶은 도시 1위, 샌디에고에서의 1년",영어영문학과,학부,2013-2014,/partner/expReport.asp?id=7182&page=10&bgbn=R
171,"낭만이 존재하는 곳, 샌디에고!",심리학과,학부,2013-2014,/partner/expReport.asp?id=7108&page=10&bgbn=R
170,wanna hear about UCSD?,UIC 생명과학공학,학부,2014,/partner/expReport.asp?id=7097&page=10&bgbn=R
169,UCSD에서의 1년!,사회과학대학 정치외교학과,학부,2013,/partner/expReport.asp?id=6974&page=10&bgbn=R
168,샌디에고에서의 너무나도 행복했던 추억:),경영학과,학부,2013,/partner/expReport.asp?id=6967&page=10&bgbn=R
167,UCSD에서의 생활,신문방송학/디지털예술학,학부,2014,/partner/expReport.asp?id=6964&page=10&bgbn=R
166,University of California sandiego,생활디자인,학부,2013,/partner/expReport.asp?id=6913&page=10&bgbn=R
165,"따뜻한 햇살이 그리운 곳, UCSD",경영학과,학부,2013,/partner/expReport.asp?id=6885&page=10&bgbn=R
164,UCSD에서의 1년,도시공학과,학부,2013,/partner/expReport.asp?id=6844&page=11&bgbn=R
163,UCSD,도시공학,학부,2013,/partner/expReport.asp?id=6810&page=11&bgbn=R
162,UC샌디에고에서의 일년,정보산업공학과,학부,2013,/partner/expReport.asp?id=6805&page=11&bgbn=R
161,"잊을 수 없는 1년, UCSD",정보산업공학과,학부,2013,/partner/expReport.asp?id=6802&page=11&bgbn=R
160,"대학생활의 힐링포인트, UCSD",심리학 인지과학,학부,2013,/partner/expReport.asp?id=6776&page=11&bgbn=R
159,그리운 샌디에이고,스포츠레저학/경영학,학부,2013,/partner/expReport.asp?id=6683&page=11&bgbn=R
158,"나에게로의 선물, UCSD",행정학과/경영학과,학부,2013,/partner/expReport.asp?id=6663&page=11&bgbn=R
157,샌디에고 경험기,영어영문/경영,학부,2012-2013,/partner/expReport.asp?id=6656&page=11&bgbn=R
156,"내 인생에서 잊을 수 없는 1년, UCSD",경영학과,학부,2012-2013,/partner/expReport.asp?id=6593&page=11&bgbn=R
155,미치도록 즐거웠던 UCSD에서의 추억보고서,경영학과,학부,2012-2013,/partner/expReport.asp?id=6548&page=11&bgbn=R
154,University of California - San Diego,심리학과,학부,2012-2013,/partner/expReport.asp?id=6547&page=12&bgbn=R
153,캘리포니아에서는 좀 즐기셔도 좋습니다^-^,경영학과,학부,2012-2013,/partner/expReport.asp?id=6516&page=12&bgbn=R
152,꿈만 같은 UCSD에서의 1년,도시공학과,학부,2012-2013,/partner/expReport.asp?id=6491&page=12&bgbn=R
151,UCSD에서 보낸 1년,컴퓨터과학과,학부,2012-2013,/partner/expReport.asp?id=6465&page=12&bgbn=R
150,UCSD 경험보고서,신문방송학과,학부,2013,/partner/expReport.asp?id=6436&page=12&bgbn=R
149,UCSD에서의 1년,국어국문학과,학부,2012-2013,/partner/expReport.asp?id=6427&page=12&bgbn=R
148,"잊지 못할 경험, UCSD",기계공학과,학부,2012-2013,/partner/expReport.asp?id=6395&page=12&bgbn=R
147,최고의 선택이었던 UCSD,전기전자공학과,학부,2012,/partner/expReport.asp?id=6200&page=12&bgbn=R
146,UCSD,기계공학과,학부,2012,/partner/expReport.asp?id=6088&page=12&bgbn=R
145,"내 인생 최고의 선택 중 하나, UCSD♥",경영학과,학부,2012,/partner/expReport.asp?id=6061&page=12&bgbn=R
144,UCSD에서 보낸 잊지 못할 2012년.,경영학과,학부,2012,/partner/expReport.asp?id=6044&page=13&bgbn=R
143,벌써부터 그리운 그곳 샌디에고,경제학과,학부,2012,/partner/expReport.asp?id=6003&page=13&bgbn=R
142,UCSD에서의 1년,경영학과,학부,2012-2013,/partner/expReport.asp?id=5983&page=13&bgbn=R
141,"UCSD, 잊지 못할 이름",경영학과,학부,2012,/partner/expReport.asp?id=5982&page=13&bgbn=R
140,값진 교환학생생활,전기전자공학과,학부,2011-2012,/partner/expReport.asp?id=5884&page=13&bgbn=R
139,생각하면 할수록 그리워지는 1년 동안의 교환학생 생활,화학과,학부,2011-2012,/partner/expReport.asp?id=5845&page=13&bgbn=R
138,최고로 행복했던 UCSD에서의 생활♥,경영학과,학부,2011-2012,/partner/expReport.asp?id=5822&page=13&bgbn=R
137,최고의 경험 UCSD!!,경영학과,학부,2011-2012,/partner/expReport.asp?id=5816&page=13&bgbn=R
136,UCSD에서의 소중한 경험,행정학과/언론홍보영상학부,학부,2011-2012,/partner/expReport.asp?id=5755&page=13&bgbn=R
135,"여유로운 그곳, UCSD :D",동아시아국제학부,학부,2011-2012,/partner/expReport.asp?id=5722&page=13&bgbn=R
134,UCSD,심리학과,학부,2011-2102,/partner/expReport.asp?id=5719&page=14&bgbn=R
133,내게 보석같은 UCSD에서 1년간의 생활,심리학과,학부,2011-2012,/partner/expReport.asp?id=5710&page=14&bgbn=R
132,UCSD 최고의 선택 입니다.,영어영문학,학부,2011-2012,/partner/expReport.asp?id=5687&page=14&bgbn=R
131,배운 것도 많고 탈도 많았던 1년,화학/생물학,학부,2011-2012,/partner/expReport.asp?id=5664&page=14&bgbn=R
130,인생의 값진 경험이 되었던 UCSD에서의 한 학기.,심리학과,학부,2011,/partner/expReport.asp?id=5556&page=14&bgbn=R
129,UCSD,수학과,학부,2011,/partner/expReport.asp?id=5524&page=14&bgbn=R
128,꿈같은 UCSD에서의 1년,경영학과,학부,2011,/partner/expReport.asp?id=5494&page=14&bgbn=R
127,UCSD로 오세요 :),경제/언론홍보영상,학부,2011,/partner/expReport.asp?id=5452&page=14&bgbn=R
126,"평생잊지 못할 추억이 담겨있는 그곳, UCSD",동아시아국제학부,학부,2011,/partner/expReport.asp?id=5416&page=14&bgbn=R
125,"다시 가고싶은 그 곳, UCSD",생화학과,학부,2011,/partner/expReport.asp?id=5401&page=14&bgbn=R
124,다시가고 싶은 샌디에고,정치외교학과,학부,2011,/partner/expReport.asp?id=5399&page=15&bgbn=R
123,삶의 여유와 행복이 넘치는 샌디에고에서의 1년,경제학과,학부,2011,/partner/expReport.asp?id=5386&page=15&bgbn=R
122,UCSD에서의 일년,생화학과,학부,2010-2011,/partner/expReport.asp?id=5212&page=15&bgbn=R
121,UCSD 이야기,경영학과,학부,2010-2011,/partner/expReport.asp?id=5113&page=15&bgbn=R
120,UCSD에서의 잊지 못할 1년,경제학과,학부,2010-2011,/partner/expReport.asp?id=5110&page=15&bgbn=R
119,UCSD에서의 즐거웠던 1년,국어국문/신문방송,학부,2010-2011,/partner/expReport.asp?id=5052&page=15&bgbn=R
118,평화로운 UCSD:),도시공학과,학부,2010-2011,/partner/expReport.asp?id=5017&page=15&bgbn=R
117,"내 인생의 전환점, UCSD",언론홍보영상학부,학부,2010-2011,/partner/expReport.asp?id=4992&page=15&bgbn=R
116,넓디 넓은 UCSD,생명공학과,학부,2010-2011,/partner/expReport.asp?id=4974&page=15&bgbn=R
115,꼭 다시 가고싶은 곳 UCSD,의공학부,학부,2010,/partner/expReport.asp?id=4909&page=15&bgbn=R
114,"Welcome to San Diego, California ♬",경영학과,학부,2010,/partner/expReport.asp?id=4890&page=16&bgbn=R
113,내 인생 가장 큰 행운 UCSD,경제학과,학부,2010,/partner/expReport.asp?id=4802&page=16&bgbn=R
112,너무나 소중한 일년의 추억,경제학과,학부,2010,/partner/expReport.asp?id=4770&page=16&bgbn=R
111,공대생들이여 지친 열정을 UCSD에서 다시한번!,전기전자공학부,학부,2010,/partner/expReport.asp?id=4766&page=16&bgbn=R
110,"2010년, 넘치도록 아름다웠던... 나에게로의 선물",정치외교/영어영문,학부,2010,/partner/expReport.asp?id=4741&page=16&bgbn=R
109,"지금도 다시 가고싶은 그곳, San Diego",생명공학과,학부,2010,/partner/expReport.asp?id=4735&page=16&bgbn=R
108,샌디에고 경험기,신문방송학과,학부,2009-2010,/partner/expReport.asp?id=4703&page=16&bgbn=R
107,"UCSD, 후회하지 않는 선택",경영학과,학부,2010,/partner/expReport.asp?id=4700&page=16&bgbn=R
106,아름다운 샌디에고,독어독문학과,학부,2009-2010,/partner/expReport.asp?id=4623&page=16&bgbn=R
105,UCSD에서의 꿈 같았던 1년,심리학,학부,2009-2010,/partner/expReport.asp?id=4475&page=16&bgbn=R
104,샌디에고 쩔공기,경제학과/수학과,학부,2009-2010,/partner/expReport.asp?id=4402&page=17&bgbn=R
103,UCSD. 캘리포나아에서의 學業,경영학과,학부,2009-2010,/partner/expReport.asp?id=4374&page=17&bgbn=R
102,UCSD 관련 정보,영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4339&page=17&bgbn=R
101,UCSD에서의 1년,심리학과,학부,2009-2010,/partner/expReport.asp?id=4302&page=17&bgbn=R
100,샌디에고를 경험해보세요,경영학과,학부,2009-2010,/partner/expReport.asp?id=4295&page=17&bgbn=R
99,UCSD 교환학생을 말하다,수학,학부,2009-2010,/partner/expReport.asp?id=4290&page=17&bgbn=R
98,꿈같은 샌디에고에서의 일년,심리학과,학부,2009,/partner/expReport.asp?id=4214&page=17&bgbn=R
97,Oh my Golden age!,신문방송학과,학부,2009,/partner/expReport.asp?id=4164&page=17&bgbn=R
96,잊지 못할 1년,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=4140&page=17&bgbn=R
95,보석처럼 빛나던 바닷가의 추억,영어영문학과/법학과,학부,2009,/partner/expReport.asp?id=4091&page=17&bgbn=R
94,Calfornian Optimism,중어중문학과,학부,2007-2008,/partner/expReport.asp?id=4079&page=18&bgbn=R
93,하늘과 바다 그리고 꿈.,심리학과,학부,2009,/partner/expReport.asp?id=4049&page=18&bgbn=R
92,미국에서의 1년... think again before you come,경영학과/응용통계학과,학부,2009,/partner/expReport.asp?id=4048&page=18&bgbn=R
91,소중한 1년.,영어영문학과,학부,2009,/partner/expReport.asp?id=4042&page=18&bgbn=R
90,길고도 짧았던 1년이라는 시간.,경영학과,학부,2009,/partner/expReport.asp?id=4000&page=18&bgbn=R
89,한번 읽어나봐요,화학과,학부,2009,/partner/expReport.asp?id=3983&page=18&bgbn=R
88,UCSD 1년 가이드라인,영어영문학과,학부,2009,/partner/expReport.asp?id=3948&page=18&bgbn=R
87,A turning point in my life!,경제학과,학부,2008-2009,/partner/expReport.asp?id=3913&page=18&bgbn=R
86,내 생애 최고의 순간 - UCSD!,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3787&page=18&bgbn=R
85,UCSD에서의 1년,화학과,학부,2008-2009,/partner/expReport.asp?id=3696&page=18&bgbn=R
84,UCSD에서의 일년을 회상하며,경영학과,학부,2007-2008,/partner/expReport.asp?id=3643&page=19&bgbn=R
83,1년간의 꿈같은 휴가,신문방송학과,학부,2008,/partner/expReport.asp?id=3494&page=19&bgbn=R
82,Jewel by the Sea and Me,정치외교학과,학부,2008,/partner/expReport.asp?id=3479&page=19&bgbn=R
81,즐거웠던 UCSD의 1년,영어영문학과,학부,2008,/partner/expReport.asp?id=3422&page=19&bgbn=R
80,UCSD에서 꿈같은 1년..,생명공학과,학부,2008,/partner/expReport.asp?id=3416&page=19&bgbn=R
79,UCSD에 대한 실전적이고 유용한 정보들,경제학과,학부,2008,/partner/expReport.asp?id=3402&page=19&bgbn=R
78,여유와 다양함 맛보기. 샌디에고,신문방송학과,학부,2008,/partner/expReport.asp?id=3387&page=19&bgbn=R
77,!! Viva La Jolla !!,화학공학과,학부,2008,/partner/expReport.asp?id=3386&page=19&bgbn=R
76,"햇볕 속 풀밭에 앉는 로망, UCSD.",심리/경영,학부,2008,/partner/expReport.asp?id=3367&page=19&bgbn=R
75,UCSD 경험보고서,정치외교학과,학부,2007-2008,/partner/expReport.asp?id=3292&page=19&bgbn=R
74,UCSD 경험보고서,화학공학과,학부,2007-2008,/partner/expReport.asp?id=3263&page=20&bgbn=R
73,"캘리포니아의 보석, 샌디에고",심리학과,학부,2007-2008,/partner/expReport.asp?id=3252&page=20&bgbn=R
72,UCSD에서의 1년을 되돌아보며.,생명공학과,학부,2007-2008,/partner/expReport.asp?id=3248&page=20&bgbn=R
71,UCSD 경험보고서,경제학과,학부,2007-2008,/partner/expReport.asp?id=3233&page=20&bgbn=R
70,UCSD,심리학과,학부,2007-2008,/partner/expReport.asp?id=3213&page=20&bgbn=R
69,UCSD 교환보고서,경영학과,학부,2007-2008,/partner/expReport.asp?id=3203&page=20&bgbn=R
68,UCSD 교환학생 보고서,의공학부,학부,2007,/partner/expReport.asp?id=3081&page=20&bgbn=R
67,UCSD에서의 1년!,생명공학과,학부,2007,/partner/expReport.asp?id=3013&page=20&bgbn=R
66,"마음의 고향, 샌디에고에서의 1년...",교육학과,학부,2007,/partner/expReport.asp?id=2958&page=20&bgbn=R
65,"2007, at UCSD",생명공학과,학부,2007,/partner/expReport.asp?id=2956&page=20&bgbn=R
64,UC샌디에고 경험보고서,전기전자공학과,학부,2007,/partner/expReport.asp?id=2946&page=21&bgbn=R
63,교환학생보고서,신문방송학과,학부,2007,/partner/expReport.asp?id=2923&page=21&bgbn=R
62,샌디에고에서의 1년,심리학과,학부,2007,/partner/expReport.asp?id=2909&page=21&bgbn=R
61,the Life of UCSD,심리/경영학과,학부,2007,/partner/expReport.asp?id=2876&page=21&bgbn=R
60,UC San Diego 경험보고서,영어영문학과,학부,2007,/partner/expReport.asp?id=2859&page=21&bgbn=R
59,"다녀오세요, 샌디에고",생명공학과,학부,2006-2007,/partner/expReport.asp?id=2777&page=21&bgbn=R
58,Life in UCSD,사학과,학부,2006-2007,/partner/expReport.asp?id=2768&page=21&bgbn=R
57,"지금도 처음처럼 마음 설레는 곳, 샌디에고",심리학과,학부,2006-2007,/partner/expReport.asp?id=2763&page=21&bgbn=R
56,꿈만같았던 UCSD에서의 1년!,경영학과,학부,2006-2007,/partner/expReport.asp?id=2751&page=21&bgbn=R
55,"꿈결 같은 생활, UCSD",정치외교학과,학부,2006-2007,/partner/expReport.asp?id=2746&page=21&bgbn=R
54,UCSD에서의 행복했던 1년,영어영문학과,학부,2006-2007,/partner/expReport.asp?id=2691&page=22&bgbn=R
53,U.C.S.D,전기전자공학부,학부,2006,/partner/expReport.asp?id=2471&page=22&bgbn=R
52,꿈만 같았던 1년..샌디에고,경영학과,학부,2006,/partner/expReport.asp?id=2452&page=22&bgbn=R
51,"1년 동안 꿈을 꿨던 곳, UCSD",전기전자공학과,학부,2006,/partner/expReport.asp?id=2426&page=22&bgbn=R
50,"2006년, UCSD에서의 청춘 보고서",생화학과,학부,2006,/partner/expReport.asp?id=2386&page=22&bgbn=R
49,리얼라이프시트콤 Living in UCSD! - 시즌3완결.,경영학과,학부,2006,/partner/expReport.asp?id=2295&page=22&bgbn=R
48,내 인생의 황금기...그대 이름은 SanDiego~!!!,경제학과,학부,2005-2006,/partner/expReport.asp?id=2247&page=22&bgbn=R
47,"1년간의 휴가 - University of California, San Diego",상경대학 경제학부,학부,2006,/partner/expReport.asp?id=2199&page=22&bgbn=R
46,후회없는 일년의 투자 UCSD,국어국문학과,학부,2005-2006,/partner/expReport.asp?id=2092&page=22&bgbn=R
45,교환학생보고서,신문방송학과,학부,2005-2006,/partner/expReport.asp?id=2091&page=22&bgbn=R
44,"샌디에고, 최고의 파라다이스",영문학과,학부,2005,/partner/expReport.asp?id=2070&page=23&bgbn=R
43,감동의......샌디에고!,영어영문학과,학부,2005-2006,/partner/expReport.asp?id=2061&page=23&bgbn=R
42,UCSD에서의 소중한 1년,영어영문학과,학부,2005,/partner/expReport.asp?id=1912&page=23&bgbn=R
41,내 삶의 커다란 일부가 된 UCSD에서의 1년,영문/심리학과,학부,2005,/partner/expReport.asp?id=1901&page=23&bgbn=R
40,일주일만에 돌아가고 싶어진 곳! San Diego,경영학과,학부,2004-2005,/partner/expReport.asp?id=1667&page=23&bgbn=R
39,California Dreamin',영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1655&page=23&bgbn=R
38,에덴동산을 테마로 만든 대학,물리학전공,학부,2004,/partner/expReport.asp?id=1484&page=23&bgbn=R
37,Super! Awesome! Fabulous!,정치외교학과,학부,2004,/partner/expReport.asp?id=1435&page=23&bgbn=R
36,샌디에고에서의 일년,신문방송학과,학부,2004,/partner/expReport.asp?id=1386&page=23&bgbn=R
35,"세상에서 가장 빛나는 곳, 샌디에고",경영학전공,학부,2003-2004,/partner/expReport.asp?id=1336&page=23&bgbn=R
34,UCSD에서 보낸 소중한 일년,영어영문학전공,학부,2003-2004,/partner/expReport.asp?id=1310&page=24&bgbn=R
33,그윽한 La Jolla의 밤바다...,사학전공,학부,2003-2004,/partner/expReport.asp?id=1257&page=24&bgbn=R
